,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
574,8917,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48,4,-131,0,Online
575,8918,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76,2,26,0,Cards
576,8919,US-2019-144057,09-05-2019,13-05-2019,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18,6,-27,0,COD
577,6573,CA-2019-161543,10-05-2019,16-05-2019,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11,2,5,0,Cards
578,8249,CA-2019-133816,10-05-2019,13-05-2019,Second Class,CS-12400,Christopher Schild,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,743,2,-123,0,Cards
579,9379,CA-2019-117625,10-05-2019,15-05-2019,Standard Class,GM-14500,Gene McClure,Consumer,United States,Chicago,Illinois,Central,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,7,2,2,0,COD
580,161,CA-2019-162733,11-05-2019,12-05-2019,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5,1,2,0,Online
581,1590,CA-2019-109911,12-05-2019,16-05-2019,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Virginia Beach,Virginia,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10,4,2,0,Online
582,3772,US-2019-101196,12-05-2019,17-05-2019,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82,2,-19,0,COD
583,7077,CA-2019-167416,12-05-2019,17-05-2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Seattle,Washington,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54,5,26,0,COD
584,9272,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10,3,4,0,Cards
585,9273,CA-2019-100510,12-05-2019,17-05-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,New York City,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631,4,303,0,COD
586,9496,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,46,0,Cards
587,9497,US-2019-123610,12-05-2019,16-05-2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8,1,2,0,COD
588,2161,CA-2019-141019,14-05-2019,14-05-2019,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79,1,29,0,Online
589,4797,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57,3,-44,0,Online
590,4798,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,31,6,10,0,COD
591,4799,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30,3,8,0,Online
592,4800,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43,5,4,0,Cards
593,4801,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,4,2,0,0,COD
594,4802,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10,2,-7,0,Cards
595,4803,US-2019-148901,14-05-2019,19-05-2019,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13,8,-9,0,COD
596,7280,CA-2019-108224,14-05-2019,14-05-2019,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,185,7,48,0,Online
597,2096,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511,8,240,0,Cards
598,2097,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91,4,25,0,Online
599,2098,US-2019-146570,15-05-2019,20-05-2019,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8,3,2,0,Online
600,4830,CA-2019-152408,15-05-2019,21-05-2019,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13,3,4,0,Cards
601,4965,CA-2019-141180,15-05-2019,19-05-2019,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7,4,-5,0,Online
602,7734,CA-2019-165673,15-05-2019,19-05-2019,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Springfield,Ohio,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15,4,5,0,Online
603,1336,CA-2019-122133,16-05-2019,23-05-2019,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552,4,0,0,Cards
604,3945,CA-2019-133144,16-05-2019,21-05-2019,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,17,3,8,0,Online
605,9610,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282,4,19,0,Cards
606,9611,CA-2019-130638,16-05-2019,19-05-2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27,9,13,0,Online
607,1907,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2,2,-2,0,Cards
608,1908,US-2019-150567,17-05-2019,21-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27,6,-21,0,COD
609,4705,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65,7,18,0,COD
610,4706,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14,2,6,0,Cards
611,4707,CA-2019-158435,17-05-2019,18-05-2019,First Class,AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173,4,17,0,COD
612,7787,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2,1,-4,0,Online
613,7788,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7,3,2,0,COD
614,7789,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22,3,-10,0,COD
615,7790,US-2019-117037,17-05-2019,20-05-2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30,8,9,0,Online
616,1677,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104,3,26,0,Online
617,1678,CA-2019-122728,18-05-2019,24-05-2019,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17,3,8,0,Online
618,770,CA-2019-157245,19-05-2019,24-05-2019,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641,2,179,0,Cards
619,1717,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242,5,70,0,COD
620,1718,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454,5,0,0,Cards
621,1719,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35,4,15,0,Cards
622,1720,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39,8,12,0,Cards
623,1721,CA-2019-169943,19-05-2019,24-05-2019,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47,4,14,0,Cards
624,2499,CA-2019-126935,19-05-2019,24-05-2019,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9,1,3,0,COD
625,3531,US-2019-152835,19-05-2019,23-05-2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Lafayette,Indiana,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,21,5,6,0,Cards
626,7467,CA-2019-138282,19-05-2019,23-05-2019,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Los Angeles,California,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,87,8,23,0,Cards
627,639,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049,5,272,0,Cards
628,640,CA-2019-115917,20-05-2019,25-05-2019,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15,4,5,0,COD
629,793,CA-2019-105256,20-05-2019,20-05-2019,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363,5,85,0,COD
630,3688,CA-2019-108567,20-05-2019,24-05-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2,2,-2,0,Cards
631,3968,CA-2019-146010,20-05-2019,23-05-2019,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40,7,-32,0,COD
632,524,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55,3,-12,0,Cards
633,525,US-2019-139486,21-05-2019,23-05-2019,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66,2,27,0,Cards
634,2419,CA-2019-107202,21-05-2019,28-05-2019,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396,10,179,0,COD
635,4361,CA-2019-127642,21-05-2019,23-05-2019,First Class,CP-12340,Christine Phan,Corporate,United States,Warwick,Rhode Island,East,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111,2,54,0,COD
636,7068,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1,2,-3,0,COD
637,7069,CA-2019-114209,21-05-2019,26-05-2019,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82,9,30,0,Cards
638,9796,CA-2019-125920,21-05-2019,28-05-2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3,3,-5,0,Online
639,2441,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345,5,86,0,Online
640,2442,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174,2,-19,0,COD
641,2443,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662,4,172,0,Cards
642,2444,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95,5,30,0,COD
643,2445,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26,6,12,0,Online
644,2446,CA-2019-146934,22-05-2019,27-05-2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257,2,74,0,Cards
645,4724,CA-2019-159653,22-05-2019,22-05-2019,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14,3,7,0,Online
646,8456,CA-2019-154081,22-05-2019,29-05-2019,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222,2,22,0,Online
647,1330,CA-2019-142762,23-05-2019,27-05-2019,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37,3,16,0,COD
648,1445,CA-2019-133725,23-05-2019,28-05-2019,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979,9,148,0,COD
649,1578,CA-2019-154403,23-05-2019,27-05-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Florence,Alabama,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4,1,2,0,Cards
650,6426,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,2399,4,1119,0,COD
651,6427,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6,1,-4,0,Cards
652,6428,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10,2,3,0,Online
653,6429,CA-2019-143714,23-05-2019,27-05-2019,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122,3,-24,0,COD
654,5002,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69,5,20,0,Cards
655,5003,CA-2019-136126,24-05-2019,24-05-2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191,4,91,0,COD
656,8482,CA-2019-138583,24-05-2019,28-05-2019,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16,3,3,0,Online
657,2986,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24,4,6,0,Online
658,2987,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19,2,9,0,COD
659,2988,CA-2019-139269,25-05-2019,30-05-2019,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267,9,152,0,COD
660,1274,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10,2,3,0,Online
661,1275,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388,5,-88,0,Cards
662,1276,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14,3,5,0,COD
663,1277,CA-2019-119186,26-05-2019,26-05-2019,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,Central,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63,1,-7,0,Cards
664,1639,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19,3,9,0,Cards
665,1640,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9,2,4,0,COD
666,1641,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12,2,5,0,COD
667,1642,CA-2019-157266,26-05-2019,01-06-2019,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41,3,17,0,Online
668,3214,CA-2019-132409,26-05-2019,01-06-2019,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1,1,0,0,Cards
669,3215,CA-2019-132409,26-05-2019,01-06-2019,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34,2,6,0,COD
670,6605,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5,3,0,0,Cards
671,6606,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,45,7,21,0,Cards
672,6607,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,211,4,23,0,Online
673,6608,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,484,6,-84,0,Cards
674,6609,CA-2019-148852,26-05-2019,31-05-2019,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,West,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,371,3,116,0,Online
675,9276,CA-2019-113236,26-05-2019,29-05-2019,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,184,6,13,0,COD
676,9277,CA-2019-113236,26-05-2019,29-05-2019,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Delray Beach,Florida,South,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47,2,11,0,Cards
677,9501,CA-2019-149237,26-05-2019,30-05-2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26,3,11,0,COD
678,5171,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504,5,700,0,Cards
679,5172,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144,3,69,0,Online
680,5173,CA-2019-122903,27-05-2019,29-05-2019,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314,3,150,0,Cards
681,7605,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25,3,-33,0,Online
682,7606,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,5,2,-1,0,Online
683,7607,CA-2019-101791,27-05-2019,31-05-2019,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1297,9,97,0,COD
684,7869,CA-2019-136994,27-05-2019,02-06-2019,Standard Class,LS-17245,Lynn Smith,Consumer,United States,Los Angeles,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13,2,6,0,Online
685,853,CA-2019-113747,28-05-2019,04-06-2019,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185,6,50,0,COD
686,3169,CA-2019-138695,28-05-2019,03-06-2019,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390,8,-24,0,Cards
